trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
731,False,"{'a': 0.5, 'e': 0.025861497483165623}",30,19,15.976542377568665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.02573251272635994}",25,15,18.9432279704346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.025604171283712656}",20,8,19.776449142359297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.025476469946681016}",25,14,11.95108117261069,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.02534940552272493}",35,3,30.52879627206766,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.025222974835227212}",35,22,23.942994009075612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.025097174723414068}",20,2,31.090670613844377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.024972002042276155}",25,16,20.186253181203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.024847453662489916}",20,13,-0.6318777603063115,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.024723526470339388}",25,14,21.683442711328652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.024600217367638302}",25,17,16.50520435565014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.02447752327165267}",25,17,13.876738807572668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.024355441115023704}",25,19,9.415130919539472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.024233967845691113}",30,11,-10.571041712889896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
745,False,"{'a': 0.5, 'e': 0.024113100426816865}",20,0,22.44805540789881,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.023992835836709175}",25,20,10.534787352893733,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.023873171068747034}",30,22,13.258952382265747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.023754103131304997}",35,17,33.05108675329523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.023635629047678443}",35,26,15.725740139943623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,20,6.845947017475531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.023400450609211056}",25,18,12.337131518306462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.023283740374897}",20,13,14.148566863829213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.02316761223530502}",25,13,23.40550722049842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.02305206328722557}",20,14,12.023511354916023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.02293709064192893}",25,15,22.15535508619825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,13,14.648161867144054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.022708862776731332}",25,16,15.862265419485842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.022595601851121864}",20,11,16.79859967614901,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.02248290581673553}",30,24,11.281444411888518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.02237077185616559}",30,21,14.944139578132017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.02225919716605721}",20,11,17.013481165357106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.022148178957037315}",20,16,9.912631728778681,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.022037714453644896}",25,17,16.260634354771213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,10,18.92646485696015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.021818435531042762}",20,0,26.006354243690037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.02170961562984857}",30,17,-32.78296394361787,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
767,False,"{'a': 0.5, 'e': 0.021601338470175833}",30,18,24.848295089216467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,7,21.96022977958463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.02138640156115709}",20,11,15.029373687137813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.02127973643837717}",20,14,9.250907476234095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.02117360331011653}",20,16,8.192186090211798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.021067999523041434}",30,12,28.18527421940696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.0209629224370517}",20,0,37.61995901522277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
774,False,"{'a': 0.5, 'e': 0.02085836942521472}",25,17,15.325317621039911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.020754337873699742}",20,8,12.617992104631254,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.020650825181712566}",30,10,32.920874452775166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.02054782876143049}",25,13,19.982575832685054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.020445346037937653}",20,11,19.59351813663819,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.020343374449160633}",20,14,10.148274949516956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.02024191144580439}",30,14,17.471441011595807,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.02014095449128855}",20,10,18.2358111935899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.020040501061684014}",30,19,-20.06106025310103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'a': 0.5, 'e': 0.019940548645649796}",25,0,43.64377124744951,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
784,False,"{'a': 0.5, 'e': 0.019841094744370288}",30,19,21.79058817519276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.019742136871492774}",30,8,32.35779682321677,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.019643672553065292}",20,16,8.17720227366798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.019545699327474745}",20,11,14.975643366331623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.01944821474538539}",20,15,8.837236888397467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.01935121636967759}",30,18,21.935203088907496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.01925470177538692}",30,22,14.632134044715785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.019158668549643484}",20,1,30.160356614950626,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.019063114291611637}",20,11,15.740997739405714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.01896803661242994}",25,17,14.563144104745671,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.018873433135151486}",25,13,22.51841737509441,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.0187793014946844}",20,12,12.057139470006042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.018685639337732773}",20,15,9.13491227637032,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.018592444322737798}",25,11,-17.371508854515593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.5, 'e': 0.018499714119819242}",30,6,42.06766660934153,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.018407446410717215}",25,14,17.126394755435403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.01831563888873418}",25,14,19.031620282649303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.018224289258677303}",25,9,26.589853626228162,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.018133395236801075}",20,6,22.90933047563857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.018042954550750216}",25,19,12.422215729978042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.01795296493950285}",20,13,14.812072668980118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.017863424153314034}",25,17,13.131933570542548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.01777432995365944}",25,10,28.78568996117766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.017685680113179437}",20,10,19.230427576514938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.017597472415623393}",25,7,28.467267690294534,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.017509704655794274}",20,13,14.998368107202786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,15,20.35399744553467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.01733548018346616}",20,16,6.757414978855568,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.017249019115346265}",30,13,18.689540199079836,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.017162989273602654}",20,3,29.40519983107414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,12,14.792038776489846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.016992214676969066}",20,14,13.179817166475567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,9,16.98761959353888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.016823139315963402}",25,20,11.354399730911911,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.016739233558580632}",20,7,24.81728441004509,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.016655746282908664}",25,20,9.852449301615609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.016572675401761255}",25,15,18.234351400153457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.016490018838362035}",20,10,16.46080510786041,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.016407774526292645}",35,15,24.623863394927543,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.016325940409440985}",35,21,28.710084219321182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.01624451444194987}",20,9,4.715030335398891,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.016163494588165874}",35,23,22.345622075675784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.016082878822588433}",25,12,24.078505556108873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.016002665129819207}",30,16,21.366850926090095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.015922851504511698}",20,14,10.634274482948037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.0158434359513211}",30,13,32.4252904940121,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.015764416484854486}",25,8,32.60375711962408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.015685791129621054}",35,25,13.836756311771962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,15,11.400423183193713,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.015529714900105502}",25,11,21.485497814805065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.015452260123909515}",25,10,26.996157511992067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.015375191655021433}",20,13,10.46036352842104,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.015298507566725518}",20,13,12.278552163678093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.015222205941915557}",35,13,39.388610074547934,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.01514628487304698}",20,6,24.65264340537759,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.015070742462089098}",20,11,20.181264634215065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.014995576820477703}",30,18,18.972695528537557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.014920786069067842}",20,15,7.488272884258086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.014846368338086832}",20,6,24.724192790829488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.014772321767087523}",25,12,23.705573897799724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.014698644504901784}",25,13,21.149334475265285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.014625334709594222}",20,12,15.402843377305745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.014552390548416123}",30,17,22.797232904004364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.014479810197759686}",20,6,22.273145246017258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.01440759184311235}",20,5,30.69486517524467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.01433573367901149}",30,14,34.4380380921918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,16,8.107052857596715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.014193090745577676}",25,12,23.39044622111012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.014122302410163962}",35,18,31.174303686879526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.014051867133046037}",20,9,15.947851975019962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.013981783153338296}",20,13,12.892629994307566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.01391204871893762}",20,13,15.24372377965017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.013842662086479501}",25,18,11.753693043523873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.013773621521294518}",30,15,23.90475050671073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.013704925297364945}",30,18,23.388799406367223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.013636571697281604}",20,6,-18.901544952404045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
860,False,"{'a': 0.5, 'e': 0.013568559012200934}",25,14,21.025535633100333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.013500885541802265}",30,23,14.31854573715613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.013433549594245302}",20,9,21.253145916259832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.01336654948612787}",25,19,12.389183959402065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.013299883542443767}",20,9,17.51571739707639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.013233550096540928}",25,11,29.817437325428905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.013167547490079751}",30,16,28.106469531884088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.013101874072991637}",20,1,27.492707568707168,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.013036528203437736}",30,20,22.055766514252696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.012971508247767908}",20,11,17.521344864052068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,12,15.719363204362828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.01284243958417857}",20,13,16.430259857064264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.01277838764953576}",25,15,17.644317785849694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.012714655175249731}",20,12,13.510982576194142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.012651240568005305}",25,3,27.91309689028921,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.012588142242433998}",30,20,20.35347403399827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.012525358621074385}",30,19,-19.367356548985025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.5, 'e': 0.012462888134332661}",30,15,28.761273662101438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.012400729220443406}",20,12,15.678413920824696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.012338880325430523}",25,20,9.941846527129666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.012277339903068436}",25,11,12.736091484935042,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.012216106414843372}",25,13,24.23421954405319,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.012155178329914935}",25,14,23.675132841761553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.012094554125077829}",20,13,13.249050847710727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.012034232284723775}",20,12,12.257507432527383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.011974211300803622}",35,23,26.285503047135943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.011914489672789647}",20,13,11.6058569384748,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.011855065907638027}",20,11,16.34774163939989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.011795938519751562}",20,13,14.20899082505927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.011737106030942461}",25,17,15.673634564733923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.011678566970395442}",20,13,12.882620599221374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.011620319874630945}",20,16,7.893124895072486,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.011562363287468536}",30,14,28.244660237189855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.011504695759990522}",30,22,18.292073110834583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.01144731585050571}",20,5,23.717176746831836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.011390222124513367}",25,18,11.753683653648277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.011333413154667387}",20,10,15.177081743711526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.011276887520740558}",20,2,27.478397741910708,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.011220643809589084}",30,21,17.836886837914186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.011164680615117259}",25,8,28.35192243732405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,16,6.92075697144689,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.011053590186859403}",25,15,16.27670372314522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,9,22.546749016488874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.01094360512683159}",20,14,10.73694357489327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.01088902366855444}",20,10,22.062101234363585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.010834714436436152}",25,10,23.018833883070716,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.010780676072743084}",25,14,-20.201270621039704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
907,False,"{'a': 0.5, 'e': 0.010726907226513326}",25,3,33.175043608413986,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.010673406553522925}",20,8,22.578702426948023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.01062017271625227}",25,14,21.849482399961463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,15,6.618565184604346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.010514500232113012}",25,15,19.942123765898508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.010462058943426795}",30,23,11.033775839833273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.01040987920675907}",35,28,14.041705188229566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.010357959717613696}",25,15,19.87333597494693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.01030629917800074}",25,13,24.9927115334358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.010254896296404022}",20,12,16.141922313906832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
